title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
8358-12 Home Hill,Topographic map of 1:25000 8358-12 Home Hill displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,27193344,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-12-home-hill-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.437500,-19.687500,147.500000,-19.625000,-19.750000,147.375000
8358-13 Airville,Topographic map of 1:25000 8358-13 Airville displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,35728384,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-13-airville-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.312500,-19.687500,147.375000,-19.625000,-19.750000,147.250000
8358-14 Brandon,Topographic map of 1:25000 8358-14 Brandon displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,25458688,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-14-brandon-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.312500,-19.562500,147.375000,-19.500000,-19.625000,147.250000
8358-21 Inkerman,Topographic map of 1:25000 8358-21 Inkerman displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8486912,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-21-inkerman-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.437500,-19.812500,147.500000,-19.750000,-19.875000,147.375000
8358-22 Bobs Creek,Topographic map of 1:25000 8358-22 Bobs Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8643584,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-22-bobs-creek-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.437500,-19.937500,147.500000,-19.875000,-20.000000,147.375000
8358-23 Gregory Ranges,Topographic map of 1:25000 8358-23 Gregory Ranges displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9976832,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-23-gregory-ranges-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.312500,-19.937500,147.375000,-19.875000,-20.000000,147.250000
8358-24 Leichhardt Downs,Topographic map of 1:25000 8358-24 Leichhardt Downs displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7991296,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-24-leichhardt-downs-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.312500,-19.812500,147.375000,-19.750000,-19.875000,147.250000
8358-31 Clare,Topographic map of 1:25000 8358-31 Clare displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,6689792,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-31-clare-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.187500,-19.812500,147.250000,-19.750000,-19.875000,147.125000
8358-32 Mount Dalrymple,Topographic map of 1:25000 8358-32 Mount Dalrymple displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10148864,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-32-mount-dalrymple-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.187500,-19.937500,147.250000,-19.875000,-20.000000,147.125000
8358-33 Mount Benjonney,Topographic map of 1:25000 8358-33 Mount Benjonney displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10300416,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-33-mount-benjonney-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.062500,-19.937500,147.125000,-19.875000,-20.000000,147.000000
8358-34 Woodhouse Creek,Topographic map of 1:25000 8358-34 Woodhouse Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7403520,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-34-woodhouse-creek-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.062500,-19.812500,147.125000,-19.750000,-19.875000,147.000000
8358-41 Barratta,Topographic map of 1:25000 8358-41 Barratta displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,5257216,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-41-barratta-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.187500,-19.562500,147.250000,-19.500000,-19.625000,147.125000
8358-42 Green Swamp,Topographic map of 1:25000 8358-42 Green Swamp displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,31861760,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-42-green-swamp-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.187500,-19.687500,147.250000,-19.625000,-19.750000,147.125000
8358-43 Major Creek Mountain,Topographic map of 1:25000 8358-43 Major Creek Mountain displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,30769152,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-43-major-creek-mountain-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.062500,-19.687500,147.125000,-19.625000,-19.750000,147.000000
8358-44 Giru,Topographic map of 1:25000 8358-44 Giru displaying graphic representations of features including relief hydrography vegetation and cultural,1976,Edition 1,Digital format: image---jpeg Original format: copy print : colour,30843904,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8358-44-giru-ed-1-1976.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.062500,-19.562500,147.125000,-19.500000,-19.625000,147.000000
8456-11 Sonoma Peak,Topographic map of 1:25000 8456-11 Sonoma Peak displaying graphic representations of features including relief hydrography vegetation and cultural,1977,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12063744,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8456-11-sonoma-peak-ed-1-1977.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.937500,-20.562500,148.000000,-20.500000,-20.625000,147.875000
8456-12 Belmore Downs,Topographic map of 1:25000 8456-12 Belmore Downs displaying graphic representations of features including relief hydrography vegetation and cultural,1977,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11212800,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8456-12-belmore-downs-ed-1-1977.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.937500,-20.687500,148.000000,-20.625000,-20.750000,147.875000
8456-13 Macedon,Topographic map of 1:25000 8456-13 Macedon displaying graphic representations of features including relief hydrography vegetation and cultural,1977,Edition 1,Digital format: image---jpeg Original format: copy print : colour,8617984,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8456-13-macedon-ed-1-1977.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.812500,-20.687500,147.875000,-20.625000,-20.750000,147.750000
8456-14 Collinsville,Topographic map of 1:25000 8456-14 Collinsville displaying graphic representations of features including relief hydrography vegetation and cultural,1977,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11474944,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8456-14-collinsville-ed-1-1977.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.812500,-20.562500,147.875000,-20.500000,-20.625000,147.750000
8456-21 Mount Saint Martin,Topographic map of 1:25000 8456-21 Mount Saint Martin displaying graphic representations of features including relief hydrography vegetation and cultural,1977,Edition 1,Digital format: image---jpeg Original format: copy print : colour,7198720,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-8456-21-mount-saint-martin-ed-1-1977.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,147.937500,-20.812500,148.000000,-20.750000,-20.875000,147.875000
